47	1	16	39.99	32.4	8.81	18.64	592.7744262	9	20.94	hand	low	true	false	false
16	96	107	30.04	64.39	11.07	16.84	3368.2772199864	14	12.45	machines	high	false	true	true
43	-17	-7	36.48	43.38	8.4	11.29	3385.7304967583	5	16.13	hand	low	false	false	true
42	-17	3	34.95	33.96	11.41	13.17	721.9245966366	6	21.24	machines	high	true	false	false
20	18	21	45.05	49.88	9.99	7.9	7089.1152304026	11	19.85	hand	high	true	false	true
20	20	26	32.82	65.71	11.01	15.78	6014.910777148	8	17.39	machines	low	false	false	false
18	98	117	38.06	44.59	10.75	6.29	424.740009393	8	19.8	machines	high	true	false	false
49	28	30	33.49	35.02	9.7	9.27	3789.4879904164	2	18.38	hand	moderate	false	false	false
37	4	17	43.67	70.15	14.4	21.11	2974.5105106762	11	22.52	hand	high	false	true	false
52	69	75	40.28	61.45	11.37	24.2	535.1834303888	6	19.24	hand	low	true	true	false
15	34	52	39.7	37.67	8.89	15.83	882.4817423974	10	21.2	machines	high	false	false	true
21	65	82	45.97	46.01	10.05	12.45	5420.6833709248	12	18.94	hand	high	true	false	true
42	65	81	42.28	42.97	9.95	7.87	5832.3553903	7	18.51	hand	moderate	true	true	false
41	69	86	37.78	76.65	8.55	10.46	132.5683602006	8	20.01	hand	moderate	true	true	false
9	95	107	34.71	49.9	9.7	8.54	1100.7738376803	12	17.47	hand	low	true	false	false
27	0	11	41.3	58.51	11.94	14.53	5336.2896070421	8	20.66	hand	low	false	false	false
30	62	75	29.33	71.59	10.87	14.05	393.0387896215	5	21.22	hand	high	false	true	false
16	-5	15	34.01	32.31	10.13	14.27	4329.6202153458	8	17.48	machines	low	true	false	true
30	49	63	43.17	17.81	11.61	15.3	1206.4909149616	6	22.04	machines	high	false	false	false
49	16	27	46.56	25.85	6.73	13.86	2153.8746175066	4	23.94	hand	low	false	false	false
23	-5	13	37.81	57.89	8.49	14.35	3643.7141832424	9	24.47	hand	high	true	false	true
18	27	38	29.44	47.94	9.13	13.57	8819.860343739	13	16.94	machines	low	false	true	false
9	101	103	35.92	69.94	9.92	22.12	656.9317268524	9	8.67	machines	moderate	true	true	false
49	56	57	42.31	57.69	8.77	12.93	803.5458746723	11	15.11	machines	high	false	false	true
45	15	32	35.91	71.18	7.73	8.2	701.0605315473	6	24.98	hand	moderate	false	false	true
16	9	19	36.12	52.39	6.95	13.01	7718.4637053306	12	10.38	hand	high	true	true	false
